district,state,crop,year,season,rainfall_mm,temperature_avg_c,soil_type,irrigation_pct,fertilizer_kg_per_ha,msp_inr_per_quintal,yield_kg_per_ha
Coimbatore,Tamil Nadu,Sugarcane,2022,Kharif,1055.6,30.0,Red,56.0,157.7,3050,40204.8
Krishna,Andhra Pradesh,Wheat,2014,Rabi,1113.8,27.2,Black,67.5,260.9,1400,1800.0
Nagaon,Assam,Rice,2013,Kharif,1925.4,26.9,Alluvial,45.1,255.5,1310,1884.1
Thanjavur,Tamil Nadu,Rice,2018,Kharif,1391.1,28.7,Red,65.9,87.9,1750,1833.6
Hooghly,West Bengal,Sugarcane,2017,Kharif,1339.8,27.6,Laterite,49.5,223.0,2550,40629.3
Amritsar,Punjab,Wheat,2017,Rabi,491.4,24.4,Alluvial,86.1,97.2,1625,2482.4
Karnal,Haryana,Sugarcane,2020,Zaid,338.8,23.4,Desert,89.3,289.9,2850,40000.0
Karnal,Haryana,Wheat,2020,Rabi,270.3,20.1,Desert,81.9,106.0,1925,1800.0
Guntur,Andhra Pradesh,Rice,2017,Kharif,80.7,29.0,Red,61.5,165.0,1550,1500.0
Krishna,Andhra Pradesh,Sugarcane,2019,Kharif,399.2,28.8,Red,56.9,270.0,2750,40000.0
Ludhiana,Punjab,Rice,2022,Kharif,618.1,23.7,Alluvial,84.5,285.4,2040,2127.4
Nashik,Maharashtra,Sugarcane,2022,Kharif,1511.1,27.7,Black,41.8,275.2,3050,47841.4
Gorakhpur,Uttar Pradesh,Sugarcane,2016,Kharif,1008.2,23.1,Alluvial,59.8,58.3,2300,40000.0
Karnal,Haryana,Wheat,2016,Rabi,285.3,23.5,Desert,86.1,291.6,1525,1800.0
Gorakhpur,Uttar Pradesh,Wheat,2013,Rabi,822.0,25.9,Alluvial,48.7,224.7,1350,1800.0
Karnal,Haryana,Rice,2018,Kharif,434.8,24.3,Desert,88.9,276.4,1750,1500.0
Meerut,Uttar Pradesh,Wheat,2017,Rabi,717.8,28.6,Alluvial,84.7,285.1,1625,1800.0
Muzaffarpur,Bihar,Wheat,2015,Rabi,1885.1,26.7,Alluvial,42.5,216.8,1450,1800.0
Patiala,Punjab,Sugarcane,2023,Kharif,537.5,29.2,Alluvial,90.6,173.6,3150,40000.0
Cuttack,Odisha,Sugarcane,2018,Kharif,1577.3,26.7,Laterite,41.2,166.3,2750,40000.0
Indore,Madhya Pradesh,Sugarcane,2023,Zaid,1026.1,30.8,Black,37.6,159.0,3150,41927.0
Thanjavur,Tamil Nadu,Sugarcane,2019,Zaid,1472.2,29.6,Alluvial,66.3,138.4,2750,58511.4
Meerut,Uttar Pradesh,Wheat,2016,Rabi,945.7,28.6,Alluvial,70.1,179.9,1525,1800.0
Coimbatore,Tamil Nadu,Sugarcane,2010,Kharif,1069.7,29.4,Laterite,50.8,161.9,1450,40000.0
Jodhpur,Rajasthan,Wheat,2010,Rabi,385.6,30.0,Desert,20.0,209.9,1100,1800.0
Nagaon,Assam,Sugarcane,2011,Zaid,1458.5,24.8,Alluvial,42.3,114.7,1450,40894.5
Kolhapur,Maharashtra,Sugarcane,2017,Zaid,1569.3,26.3,Black,51.4,225.4,2550,49685.4
Nagaon,Assam,Wheat,2014,Rabi,1427.3,29.2,Alluvial,44.0,70.1,1400,1800.0
Patiala,Punjab,Rice,2015,Kharif,712.1,26.3,Alluvial,80.5,50.2,1410,2214.4
Hooghly,West Bengal,Sugarcane,2011,Kharif,1440.1,25.3,Alluvial,56.5,85.1,1450,40133.4
Jabalpur,Madhya Pradesh,Rice,2017,Kharif,1382.3,26.7,Black,46.6,250.7,1550,2201.8
Gorakhpur,Uttar Pradesh,Sugarcane,2023,Zaid,1198.0,26.6,Alluvial,42.1,264.7,3150,40000.0
Gorakhpur,Uttar Pradesh,Rice,2022,Kharif,1064.0,27.9,Alluvial,49.5,69.4,2040,2088.8
Pune,Maharashtra,Wheat,2020,Rabi,1048.5,24.1,Red,34.1,234.3,1925,1800.0
Pune,Maharashtra,Wheat,2021,Rabi,1202.1,26.3,Black,33.2,50.5,1975,1800.0
Bardhaman,West Bengal,Sugarcane,2013,Zaid,1479.6,30.7,Laterite,57.7,191.5,1800,47833.3
Ahmedabad,Gujarat,Wheat,2022,Rabi,549.0,26.7,Desert,60.2,295.4,2015,1800.0
Mysore,Karnataka,Wheat,2014,Rabi,825.7,26.7,Laterite,36.8,226.3,1400,1800.0
Ahmedabad,Gujarat,Rice,2016,Kharif,575.7,30.1,Desert,67.9,207.5,1470,1500.0
Jabalpur,Madhya Pradesh,Rice,2017,Kharif,781.2,26.0,Black,42.6,220.6,1550,1692.5
Guntur,Andhra Pradesh,Rice,2020,Kharif,1102.6,28.8,Black,47.5,263.2,1868,2079.3
Thanjavur,Tamil Nadu,Wheat,2023,Rabi,757.9,29.3,Alluvial,81.2,108.9,2125,1800.0
Bardhaman,West Bengal,Sugarcane,2010,Zaid,1411.2,26.0,Alluvial,46.6,215.3,1450,44216.9
Kolhapur,Maharashtra,Wheat,2015,Rabi,1465.6,26.8,Red,41.5,121.8,1450,1800.0
Pune,Maharashtra,Wheat,2021,Rabi,1012.8,30.0,Black,39.5,140.0,1975,1800.0
Mysore,Karnataka,Wheat,2022,Rabi,1481.0,27.9,Laterite,49.7,255.9,2015,1800.0
Coimbatore,Tamil Nadu,Wheat,2014,Rabi,780.4,26.3,Laterite,56.0,209.5,1400,1800.0
Hisar,Haryana,Sugarcane,2018,Kharif,819.1,26.5,Desert,72.8,270.8,2750,40000.0
Hooghly,West Bengal,Sugarcane,2010,Kharif,1287.6,27.7,Alluvial,47.3,284.6,1450,47449.3
Karnal,Haryana,Sugarcane,2014,Zaid,652.8,22.0,Alluvial,84.0,289.6,1900,40000.0
Guntur,Andhra Pradesh,Sugarcane,2022,Kharif,1034.3,27.5,Black,56.4,188.4,3050,41760.8
Meerut,Uttar Pradesh,Sugarcane,2018,Zaid,994.8,28.2,Alluvial,89.0,62.2,2750,46561.7
Jabalpur,Madhya Pradesh,Wheat,2016,Rabi,677.5,26.1,Alluvial,36.5,222.2,1525,1909.9
Nagaon,Assam,Sugarcane,2020,Kharif,2191.9,24.6,Laterite,40.2,238.2,2850,40000.0
Mysore,Karnataka,Sugarcane,2014,Zaid,1516.4,22.7,Laterite,54.6,185.3,1900,40000.0
Indore,Madhya Pradesh,Rice,2016,Kharif,777.6,25.8,Black,48.5,92.6,1470,1582.6
Jabalpur,Madhya Pradesh,Rice,2013,Kharif,1149.8,27.4,Alluvial,44.1,288.3,1310,2832.2
Meerut,Uttar Pradesh,Sugarcane,2012,Zaid,973.6,24.6,Alluvial,79.0,252.9,1700,40000.0
Hisar,Haryana,Rice,2017,Kharif,669.7,20.9,Desert,60.1,60.0,1550,1500.0
Lucknow,Uttar Pradesh,Rice,2021,Kharif,812.8,23.2,Alluvial,59.9,288.6,1940,1997.6
Guntur,Andhra Pradesh,Wheat,2010,Rabi,795.8,27.0,Red,45.8,293.8,1100,1800.0
Belgaum,Karnataka,Rice,2023,Kharif,1365.1,28.7,Red,25.4,184.3,2183,1760.6
Patna,Bihar,Wheat,2019,Rabi,1141.3,30.8,Alluvial,63.1,131.6,1840,1800.0
Jaipur,Rajasthan,Sugarcane,2023,Kharif,464.6,25.8,Alluvial,38.9,264.4,3150,40000.0
Patna,Bihar,Sugarcane,2023,Kharif,1029.7,26.5,Alluvial,67.9,270.5,3150,40000.0
Cuttack,Odisha,Sugarcane,2021,Kharif,1390.3,29.9,Laterite,36.1,108.6,2900,40000.0
Jaipur,Rajasthan,Wheat,2014,Rabi,85.4,23.7,Alluvial,40.2,154.1,1400,1800.0
Meerut,Uttar Pradesh,Rice,2017,Kharif,1091.9,27.5,Alluvial,82.7,109.3,1550,2870.2
Indore,Madhya Pradesh,Sugarcane,2022,Kharif,1047.8,23.9,Black,56.5,115.4,3050,40000.0
Nagaon,Assam,Rice,2016,Kharif,2326.8,22.8,Laterite,38.8,128.2,1470,1500.0
Bardhaman,West Bengal,Rice,2023,Kharif,1589.1,27.1,Alluvial,45.5,134.4,2183,2131.3
Jaipur,Rajasthan,Rice,2019,Kharif,337.8,29.3,Alluvial,54.9,169.1,1815,1668.7
Belgaum,Karnataka,Sugarcane,2016,Kharif,1109.2,27.0,Red,37.4,65.9,2300,40000.0
Gorakhpur,Uttar Pradesh,Wheat,2023,Rabi,1351.4,26.3,Alluvial,54.4,171.1,2125,1800.0
Nashik,Maharashtra,Wheat,2016,Rabi,795.3,26.4,Red,42.5,219.4,1525,1800.0
Raipur,Chhattisgarh,Rice,2013,Kharif,1191.5,27.7,Red,45.5,261.0,1310,2232.2
Hooghly,West Bengal,Rice,2023,Kharif,1798.5,25.0,Alluvial,52.5,134.9,2183,1770.4
Ludhiana,Punjab,Rice,2021,Kharif,462.8,26.6,Alluvial,80.7,235.6,1940,2019.1
Thanjavur,Tamil Nadu,Sugarcane,2017,Zaid,616.2,28.4,Red,67.2,233.5,2550,40000.0
Pune,Maharashtra,Sugarcane,2016,Zaid,1578.7,27.3,Red,53.8,225.7,2300,40405.2
Krishna,Andhra Pradesh,Sugarcane,2013,Zaid,1088.7,29.2,Black,64.9,246.5,1800,54515.8
Amritsar,Punjab,Sugarcane,2023,Kharif,631.2,21.0,Alluvial,88.2,165.2,3150,40000.0
Krishna,Andhra Pradesh,Sugarcane,2020,Zaid,838.3,29.4,Black,51.3,177.4,2850,43528.2
Ahmedabad,Gujarat,Wheat,2011,Rabi,930.5,27.3,Black,62.0,281.2,1120,1800.0
Hisar,Haryana,Rice,2013,Kharif,97.7,23.7,Alluvial,70.9,119.1,1310,1500.0
Patiala,Punjab,Rice,2022,Kharif,564.9,25.4,Alluvial,77.8,114.6,2040,1901.8
Ludhiana,Punjab,Sugarcane,2014,Zaid,473.6,21.0,Alluvial,96.7,176.0,1900,40000.0
Warangal,Telangana,Wheat,2013,Rabi,1136.1,27.8,Red,62.3,173.3,1350,1800.0
Lucknow,Uttar Pradesh,Sugarcane,2019,Kharif,876.8,25.3,Alluvial,72.1,193.4,2750,40000.0
Nashik,Maharashtra,Sugarcane,2016,Zaid,1603.5,25.6,Black,43.5,175.8,2300,45482.5
Ludhiana,Punjab,Rice,2014,Kharif,360.8,20.0,Alluvial,87.3,74.5,1360,1500.0
Bardhaman,West Bengal,Sugarcane,2018,Kharif,1486.5,28.8,Alluvial,56.8,299.5,2750,52370.0
Amritsar,Punjab,Rice,2013,Kharif,425.2,24.6,Alluvial,93.5,250.9,1310,1883.6
Cuttack,Odisha,Rice,2017,Kharif,982.3,28.0,Red,57.3,278.6,1550,1996.8
Patiala,Punjab,Sugarcane,2013,Kharif,788.2,21.5,Alluvial,82.7,139.4,1800,40000.0
Pune,Maharashtra,Rice,2017,Kharif,848.2,29.3,Red,43.7,117.3,1550,1710.4
Amritsar,Punjab,Sugarcane,2018,Zaid,712.4,27.9,Alluvial,87.4,285.9,2750,42573.7
Patna,Bihar,Wheat,2013,Rabi,853.8,28.1,Alluvial,46.3,204.4,1350,1800.0
Bardhaman,West Bengal,Rice,2014,Kharif,2028.9,27.9,Laterite,41.0,296.8,1360,1500.0
Guntur,Andhra Pradesh,Sugarcane,2023,Kharif,685.0,28.2,Red,47.6,98.3,3150,40000.0
Nashik,Maharashtra,Wheat,2016,Rabi,1071.8,26.0,Black,47.7,199.2,1525,1800.0
Ahmedabad,Gujarat,Rice,2017,Kharif,798.0,29.9,Desert,61.5,294.6,1550,1500.0
Amritsar,Punjab,Sugarcane,2010,Zaid,344.9,23.6,Alluvial,86.8,172.0,1450,40000.0
Indore,Madhya Pradesh,Rice,2014,Kharif,1234.5,24.5,Alluvial,46.4,243.8,1360,2238.2
Cuttack,Odisha,Wheat,2011,Rabi,1041.3,26.5,Red,37.2,109.7,1120,1800.0
Pune,Maharashtra,Sugarcane,2017,Zaid,1254.8,28.8,Red,48.5,112.9,2550,42311.7
Hisar,Haryana,Sugarcane,2018,Kharif,533.9,28.4,Alluvial,68.2,223.3,2750,40000.0
Hooghly,West Bengal,Rice,2017,Kharif,1834.6,27.1,Alluvial,46.9,90.5,1550,1743.0
Thanjavur,Tamil Nadu,Rice,2014,Kharif,986.6,28.8,Red,72.0,279.6,1360,2014.0
Warangal,Telangana,Rice,2013,Kharif,984.6,30.3,Red,47.3,178.1,1310,1692.3
Bardhaman,West Bengal,Rice,2021,Kharif,1636.6,28.7,Laterite,50.4,75.0,1940,1564.6
Raipur,Chhattisgarh,Rice,2018,Kharif,940.4,27.7,Laterite,49.5,267.7,1750,1793.1
Pune,Maharashtra,Rice,2017,Kharif,659.4,32.7,Black,44.3,275.1,1550,1500.0
Belgaum,Karnataka,Wheat,2010,Rabi,908.1,30.7,Laterite,42.3,110.7,1100,1800.0
Indore,Madhya Pradesh,Sugarcane,2017,Kharif,1179.6,26.4,Alluvial,44.3,244.8,2550,40974.6
Lucknow,Uttar Pradesh,Rice,2015,Kharif,686.7,25.9,Alluvial,59.3,263.0,1410,2257.9
Coimbatore,Tamil Nadu,Wheat,2014,Rabi,609.5,29.5,Red,50.1,61.7,1400,1800.0
Belgaum,Karnataka,Rice,2023,Kharif,947.4,28.7,Laterite,42.1,171.0,2183,1765.8
Indore,Madhya Pradesh,Wheat,2021,Rabi,1376.4,25.8,Black,59.5,286.1,1975,1800.0
Hisar,Haryana,Rice,2023,Kharif,510.4,24.9,Alluvial,67.2,113.8,2183,1798.0
Pune,Maharashtra,Sugarcane,2015,Zaid,1368.7,31.0,Red,40.7,147.9,2100,41296.0
Belgaum,Karnataka,Wheat,2014,Rabi,849.2,26.9,Black,36.4,297.4,1400,1800.0
Karnal,Haryana,Sugarcane,2022,Kharif,778.1,25.0,Desert,88.1,119.5,3050,40000.0
Patiala,Punjab,Wheat,2014,Rabi,464.0,25.0,Alluvial,76.1,241.9,1400,2334.4
Bardhaman,West Bengal,Sugarcane,2010,Kharif,737.3,27.3,Alluvial,47.4,155.6,1450,40000.0
Ludhiana,Punjab,Rice,2018,Kharif,398.0,19.5,Alluvial,86.7,184.1,1750,1500.0
Gorakhpur,Uttar Pradesh,Wheat,2016,Rabi,622.5,23.7,Alluvial,42.3,196.4,1525,2433.1
Krishna,Andhra Pradesh,Wheat,2012,Rabi,742.7,25.8,Red,74.4,274.2,1285,1800.0
Coimbatore,Tamil Nadu,Sugarcane,2015,Kharif,1070.0,28.6,Laterite,72.8,130.6,2100,40000.0
Pune,Maharashtra,Rice,2018,Kharif,1262.8,30.7,Black,44.7,221.4,1750,1966.4
Patiala,Punjab,Rice,2018,Kharif,376.8,25.9,Alluvial,75.4,188.2,1750,1858.9
Krishna,Andhra Pradesh,Sugarcane,2016,Kharif,958.2,27.0,Black,63.1,199.1,2300,43929.9
Ahmedabad,Gujarat,Sugarcane,2014,Kharif,505.6,29.2,Black,68.7,67.9,1900,40000.0
Bardhaman,West Bengal,Wheat,2018,Rabi,996.3,28.7,Alluvial,40.5,202.1,1735,1800.0
Hisar,Haryana,Rice,2011,Kharif,295.1,23.9,Desert,57.9,243.9,1080,1500.0
Lucknow,Uttar Pradesh,Wheat,2017,Rabi,1093.5,25.9,Alluvial,72.0,147.0,1625,1800.0
Amritsar,Punjab,Rice,2023,Kharif,573.8,25.2,Alluvial,95.7,117.8,2183,2062.4
Bardhaman,West Bengal,Rice,2023,Kharif,1612.0,25.6,Alluvial,50.0,206.3,2183,2204.6
Patiala,Punjab,Wheat,2022,Rabi,610.5,25.0,Alluvial,89.0,61.0,2015,2260.0
Pune,Maharashtra,Wheat,2012,Rabi,1643.5,25.6,Red,36.0,66.2,1285,1800.0
Thanjavur,Tamil Nadu,Wheat,2010,Rabi,1249.3,26.8,Laterite,83.9,229.0,1100,1800.0
Muzaffarpur,Bihar,Sugarcane,2023,Kharif,1135.6,27.4,Alluvial,52.6,78.7,3150,40000.0
Bardhaman,West Bengal,Wheat,2016,Rabi,1531.1,26.5,Laterite,44.5,102.8,1525,1800.0
Karnal,Haryana,Sugarcane,2015,Zaid,506.6,25.3,Alluvial,91.5,232.7,2100,40000.0
Coimbatore,Tamil Nadu,Sugarcane,2023,Kharif,664.4,27.9,Alluvial,71.3,88.8,3150,40000.0
Karnal,Haryana,Wheat,2014,Rabi,470.8,24.5,Desert,93.8,129.1,1400,1800.0
Patiala,Punjab,Sugarcane,2011,Kharif,330.2,22.3,Alluvial,89.1,267.6,1450,40000.0
Patiala,Punjab,Sugarcane,2022,Kharif,506.9,23.5,Alluvial,80.5,73.1,3050,40000.0
Bardhaman,West Bengal,Wheat,2013,Rabi,1730.2,25.8,Alluvial,54.5,233.4,1350,1800.0
Gorakhpur,Uttar Pradesh,Sugarcane,2013,Zaid,981.4,25.5,Alluvial,63.8,117.3,1800,40000.0
Krishna,Andhra Pradesh,Sugarcane,2011,Kharif,769.5,29.6,Red,67.1,76.2,1450,40000.0
Guntur,Andhra Pradesh,Wheat,2020,Rabi,1049.7,28.6,Alluvial,47.8,144.6,1925,1800.0
Karnal,Haryana,Sugarcane,2014,Zaid,477.0,22.0,Alluvial,89.1,201.4,1900,40000.0
Ludhiana,Punjab,Rice,2021,Kharif,699.8,24.1,Alluvial,97.7,95.3,1940,2103.4
Indore,Madhya Pradesh,Wheat,2013,Rabi,800.1,28.6,Black,58.0,140.6,1350,1800.0
Patiala,Punjab,Sugarcane,2017,Kharif,515.7,21.0,Alluvial,93.6,275.3,2550,40000.0
Karnal,Haryana,Rice,2019,Kharif,713.1,25.6,Alluvial,84.9,134.9,1815,2345.0
Karnal,Haryana,Sugarcane,2015,Zaid,668.2,21.9,Alluvial,91.4,72.4,2100,40000.0
Mysore,Karnataka,Rice,2015,Kharif,901.5,27.6,Black,48.6,259.5,1410,1933.6
Raipur,Chhattisgarh,Wheat,2018,Rabi,1398.6,25.8,Red,30.7,215.4,1735,1800.0
Patiala,Punjab,Sugarcane,2022,Zaid,572.6,24.4,Alluvial,80.7,97.6,3050,40000.0
Jodhpur,Rajasthan,Rice,2016,Kharif,283.3,27.0,Alluvial,18.7,55.5,1470,1500.0
Raipur,Chhattisgarh,Sugarcane,2015,Zaid,1463.4,23.8,Red,26.8,253.2,2100,40000.0
Thanjavur,Tamil Nadu,Wheat,2015,Rabi,1249.2,30.2,Alluvial,72.7,262.3,1450,1800.0
Gorakhpur,Uttar Pradesh,Sugarcane,2018,Kharif,1105.9,23.3,Alluvial,58.5,247.2,2750,40000.0
Krishna,Andhra Pradesh,Sugarcane,2022,Zaid,801.6,27.9,Alluvial,60.9,193.3,3050,41673.1
Jaipur,Rajasthan,Wheat,2023,Rabi,143.2,26.2,Alluvial,44.3,76.9,2125,1800.0
Bardhaman,West Bengal,Wheat,2023,Rabi,2177.5,27.0,Alluvial,57.3,58.6,2125,1800.0
Karnal,Haryana,Rice,2022,Kharif,718.4,22.9,Alluvial,94.5,248.3,2040,1980.8
Kolhapur,Maharashtra,Wheat,2023,Rabi,1543.8,23.0,Red,48.6,231.9,2125,1800.0
Lucknow,Uttar Pradesh,Wheat,2016,Rabi,733.8,26.6,Alluvial,78.7,266.1,1525,1908.7
Indore,Madhya Pradesh,Sugarcane,2016,Zaid,1753.7,26.3,Alluvial,38.3,270.6,2300,43361.2
Jodhpur,Rajasthan,Wheat,2011,Rabi,452.4,26.3,Alluvial,29.2,197.0,1120,1800.0
Patiala,Punjab,Sugarcane,2017,Zaid,715.1,21.5,Alluvial,94.1,290.8,2550,40000.0
Kolhapur,Maharashtra,Rice,2022,Kharif,2013.9,28.1,Red,46.7,127.6,2040,1500.0
Muzaffarpur,Bihar,Rice,2019,Kharif,1328.6,27.0,Alluvial,48.0,294.4,1815,2836.3
Meerut,Uttar Pradesh,Sugarcane,2014,Zaid,1091.6,26.9,Alluvial,71.7,208.7,1900,42420.2
Muzaffarpur,Bihar,Rice,2012,Kharif,761.3,28.4,Alluvial,39.8,164.7,1250,2004.9
Coimbatore,Tamil Nadu,Wheat,2019,Rabi,1265.6,27.4,Red,59.2,118.1,1840,1800.0
Amritsar,Punjab,Rice,2020,Kharif,607.3,20.8,Alluvial,94.9,157.4,1868,1735.7
Muzaffarpur,Bihar,Wheat,2020,Rabi,1257.1,27.5,Alluvial,59.3,174.3,1925,1800.0
Patna,Bihar,Wheat,2017,Rabi,1164.2,26.5,Alluvial,63.4,182.5,1625,1800.0
Kolhapur,Maharashtra,Wheat,2014,Rabi,1613.6,26.0,Red,49.2,110.5,1400,1800.0
Pune,Maharashtra,Sugarcane,2012,Zaid,1525.3,27.1,Black,51.7,121.0,1700,50751.2
Thanjavur,Tamil Nadu,Sugarcane,2016,Kharif,781.8,27.5,Laterite,67.1,95.5,2300,40000.0
Belgaum,Karnataka,Sugarcane,2014,Zaid,1635.5,25.5,Red,26.8,183.9,1900,40000.0
Mysore,Karnataka,Sugarcane,2010,Kharif,987.5,29.3,Black,30.4,79.5,1450,43560.8
Nashik,Maharashtra,Sugarcane,2021,Kharif,1088.5,26.3,Black,48.4,201.4,2900,40000.0
Gorakhpur,Uttar Pradesh,Rice,2012,Kharif,851.5,27.0,Alluvial,45.5,224.6,1250,2442.6
Jaipur,Rajasthan,Rice,2014,Kharif,443.8,36.2,Alluvial,47.5,198.5,1360,1500.0
Jabalpur,Madhya Pradesh,Wheat,2017,Rabi,1114.7,24.5,Black,38.3,71.6,1625,1800.0
Meerut,Uttar Pradesh,Sugarcane,2022,Zaid,677.3,25.6,Alluvial,87.1,77.3,3050,40000.0
Patiala,Punjab,Sugarcane,2023,Kharif,580.8,25.9,Alluvial,79.5,104.8,3150,40000.0
Raipur,Chhattisgarh,Rice,2018,Kharif,1437.0,28.6,Red,38.0,277.9,1750,1762.1
Hisar,Haryana,Wheat,2020,Rabi,650.1,25.4,Alluvial,50.6,180.1,1925,2317.0
Belgaum,Karnataka,Wheat,2012,Rabi,827.5,30.0,Black,36.2,279.2,1285,1800.0
Coimbatore,Tamil Nadu,Rice,2016,Kharif,702.9,28.6,Laterite,50.1,245.4,1470,1609.2
Ludhiana,Punjab,Sugarcane,2015,Kharif,561.6,17.3,Alluvial,92.6,166.8,2100,40000.0
Raipur,Chhattisgarh,Rice,2023,Kharif,1768.6,29.6,Red,47.2,233.5,2183,1522.0
Bardhaman,West Bengal,Wheat,2010,Rabi,1917.5,26.7,Laterite,53.8,292.4,1100,1800.0
Cuttack,Odisha,Wheat,2018,Rabi,808.5,29.3,Red,38.6,51.0,1735,1800.0
Belgaum,Karnataka,Rice,2015,Kharif,650.3,28.4,Black,46.4,165.1,1410,1729.2
Lucknow,Uttar Pradesh,Wheat,2022,Rabi,857.9,23.3,Alluvial,78.5,245.4,2015,2128.3
Bardhaman,West Bengal,Sugarcane,2019,Zaid,1325.2,25.7,Laterite,49.4,77.9,2750,40000.0
Cuttack,Odisha,Rice,2019,Kharif,1905.5,24.5,Alluvial,52.1,65.4,1815,1553.3
Lucknow,Uttar Pradesh,Wheat,2021,Rabi,685.8,23.9,Alluvial,64.0,205.7,1975,2323.3
Pune,Maharashtra,Sugarcane,2021,Kharif,1434.2,26.2,Red,52.1,256.1,2900,40000.0
Guntur,Andhra Pradesh,Sugarcane,2014,Zaid,721.3,30.4,Black,68.8,245.9,1900,44128.2
Belgaum,Karnataka,Rice,2023,Kharif,1643.7,28.6,Laterite,33.3,214.2,2183,1500.0
Karnal,Haryana,Wheat,2017,Rabi,445.4,25.9,Desert,94.2,272.8,1625,1800.0
Hooghly,West Bengal,Wheat,2011,Rabi,1935.7,30.8,Laterite,48.8,153.4,1120,1800.0
Indore,Madhya Pradesh,Wheat,2021,Rabi,682.8,29.1,Black,50.2,202.4,1975,1800.0
Hooghly,West Bengal,Rice,2011,Kharif,1633.9,31.1,Alluvial,41.7,120.6,1080,1706.0
Karnal,Haryana,Rice,2010,Kharif,607.1,25.0,Desert,92.5,59.2,1000,1500.0
Thanjavur,Tamil Nadu,Sugarcane,2018,Zaid,932.8,30.8,Red,69.7,160.6,2750,40000.0
Amritsar,Punjab,Wheat,2022,Rabi,699.9,26.1,Alluvial,85.5,201.2,2015,2282.7
Karnal,Haryana,Rice,2015,Kharif,474.3,24.3,Desert,92.7,216.4,1410,1500.0
Bardhaman,West Bengal,Sugarcane,2016,Zaid,1403.5,29.0,Alluvial,42.2,264.5,2300,51280.3
Karnal,Haryana,Wheat,2021,Rabi,549.2,25.8,Desert,94.6,71.1,1975,1800.0
Ahmedabad,Gujarat,Wheat,2020,Rabi,693.1,28.8,Black,56.3,275.0,1925,1800.0
Patna,Bihar,Rice,2011,Kharif,423.5,26.1,Alluvial,62.8,211.4,1080,1754.6
Indore,Madhya Pradesh,Rice,2023,Kharif,1192.7,24.2,Alluvial,42.7,268.5,2183,2417.6
Jodhpur,Rajasthan,Wheat,2021,Rabi,228.5,29.2,Alluvial,18.3,241.4,1975,1800.0
Raipur,Chhattisgarh,Sugarcane,2017,Kharif,839.1,27.0,Red,33.9,227.5,2550,40000.0
Mysore,Karnataka,Wheat,2020,Rabi,1033.4,26.5,Black,47.7,272.3,1925,1800.0
Thanjavur,Tamil Nadu,Wheat,2010,Rabi,1018.9,28.6,Alluvial,80.4,59.1,1100,1800.0
Kolhapur,Maharashtra,Wheat,2023,Rabi,1799.8,25.0,Red,44.0,152.3,2125,1800.0
Raipur,Chhattisgarh,Rice,2023,Kharif,1019.1,26.3,Laterite,44.8,202.6,2183,1868.6
Raipur,Chhattisgarh,Rice,2022,Kharif,905.5,25.1,Red,26.4,201.7,2040,1631.9
Ahmedabad,Gujarat,Sugarcane,2022,Kharif,786.8,26.5,Alluvial,57.4,229.6,3050,40000.0
Ahmedabad,Gujarat,Sugarcane,2011,Kharif,735.1,24.3,Desert,53.6,143.6,1450,40000.0
Hisar,Haryana,Rice,2016,Kharif,576.7,23.1,Desert,67.0,71.4,1470,1500.0
Raipur,Chhattisgarh,Rice,2014,Kharif,899.5,26.1,Laterite,46.3,128.9,1360,1806.8
Patna,Bihar,Wheat,2020,Rabi,994.3,26.3,Alluvial,51.3,147.9,1925,1800.0
Hisar,Haryana,Rice,2015,Kharif,619.3,25.0,Desert,72.7,123.6,1410,1500.0
Karnal,Haryana,Rice,2019,Kharif,349.8,17.8,Desert,81.4,118.9,1815,1500.0
Cuttack,Odisha,Wheat,2022,Rabi,1662.5,28.2,Alluvial,53.9,122.2,2015,1800.0
Patna,Bihar,Wheat,2021,Rabi,799.6,24.6,Alluvial,46.3,79.8,1975,1800.0
Lucknow,Uttar Pradesh,Sugarcane,2022,Kharif,1084.8,29.0,Alluvial,71.1,143.6,3050,46139.8
Patna,Bihar,Sugarcane,2015,Kharif,1089.6,25.0,Alluvial,51.2,92.0,2100,40000.0
Warangal,Telangana,Wheat,2015,Rabi,1502.1,26.9,Red,41.8,253.8,1450,1800.0
Karnal,Haryana,Wheat,2020,Rabi,477.7,25.5,Desert,84.0,147.7,1925,1800.0
Jodhpur,Rajasthan,Wheat,2018,Rabi,809.3,23.9,Desert,31.5,195.5,1735,1800.0
Indore,Madhya Pradesh,Rice,2011,Kharif,494.6,27.7,Alluvial,53.5,296.8,1080,1972.7
Warangal,Telangana,Rice,2023,Kharif,1182.2,26.1,Black,47.2,88.7,2183,2030.9
Bardhaman,West Bengal,Wheat,2014,Rabi,1663.7,28.0,Alluvial,50.9,291.5,1400,1800.0
Lucknow,Uttar Pradesh,Rice,2012,Kharif,574.2,26.7,Alluvial,65.9,179.1,1250,1945.3
Gorakhpur,Uttar Pradesh,Wheat,2016,Rabi,1366.1,20.8,Alluvial,40.0,204.0,1525,1800.0
Nagaon,Assam,Sugarcane,2019,Kharif,2576.4,21.2,Alluvial,49.6,175.6,2750,40000.0
Muzaffarpur,Bihar,Sugarcane,2015,Zaid,909.2,29.6,Alluvial,48.1,122.9,2100,41312.3
